ID_Pedido,Texto_Incidencia,Categoria_Origen,Texto_Limpio
ID_b90e3249,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,client tramit devolucion tiend hac eci posibl
ID_21c24085,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,client tramit devolu tiend fisic tiend ciud
ID_8e1f647e,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,client hac dos ped igual bord
ID_29d78f7a,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,client mand devolu unas brag salvaslip usad
ID_b9ca7150,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,lleg dos cuatr prend ped
ID_f3505aff,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,paquet llev 7 punt pack client intent recog vari ocasion pon pin val reclam bigblu llam punt pack dia 17 febrer notici
ID_7e148497,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,client pid pol clasic bander lleg bander bord
ID_d9358b45,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,client pid dos hoodi sol lleg bigblu
ID_b9ca7150,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,lleg 1 3 prend reclam bigblu indic ped sal complet
ID_18a55a25,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,lleg 1 3 prend
ID_b23cede9,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,ped 26 noviembr envi dos paquet lleg marc envi almacen reclam much vec ped adri obten respuest voy envi nuev ped client camiset extra molesti
ID_39d55c23,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,ped 10 ener envi 14 inpost supon avis client posibl rob ped reclam inpost
ID_7093d9ac,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,client abre pud encuentr paquet vaci complet manipul
ID_752b9091,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,ped 23 diciembr envi 29 dia 22 ener sig ser entreg reclam inpost
ID_871bb245,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,lleg sal tiend client dic extravi agenci envi
ID_76192798,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,hac cambi manual envi mal lleg falt crewneck
ID_42c2272b,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,ped 18 diciembr 30 marc entreg entreg client pon contact inpost dad ningun solucion solicit justif entreg envi client
ID_84a3dea7,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,ped 10 ener desaparec esper den respuest inpost
ID_68714384,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,ped supuest retras inpost esper envi almacen nuev
ID_a9183d8e,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,reembols ped paypal tambi reembols ped popi envi factur client abon cost ped reembols dobl
ID_34b948a6,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,supuest perd bigblu seur esper den respuest part almacen
ID_baadcfa2,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,client recog ped punt pack abre contracarg coment recib diner cuent
ID_a3aaa69b,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,client lleg prend correct abre contracarg
ID_b81f8a83,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,ped 22 ener todav lleg client
ID_084a1876,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,falt dos prend tres compon ped
ID_46547202,[OCULTO POR PRIVACIDAD],INCIDENCIA GENERAL,lleg inicial mang incorrect
ID_890cd5b9,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,agujer
ID_cb9c62bb,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,agujer
ID_836d23a3,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,desc
ID_09c2b3e9,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,enganch
ID_dbcec124,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,bord
ID_512b3327,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,agujer
ID_87477397,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,manch
ID_36ae2936,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,costur mal hech
ID_757257de,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,marc cremaller
ID_2f56c62b,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,agujer mang
,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,agujer hombr izq
,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,agujer pech
,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,cort hombr drcho
,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,agujer hombr drcho
,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,agujer hombr izq
,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,agujer hombr drcho
ID_43f07932,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,camiset lleg agujer manch
ID_bb90432e,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,inform client tramit cambi reveni
ID_6af6b956,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,client hac cambi reeveni
ID_c7050196,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,tramit cambi reveni indic q tar
ID_daa1f3a5,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,tramit cambi reveni
ID_968b4d82,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,client tramit cambi reveni
ID_49f9a979,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,envi enlac realic cambi x tar
ID_041d7efc,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,lleg prend agujer prepar nuev hac envi retorn
ID_1250a938,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,llegaun prend agujer bolsill envi retorn
ID_553030dc,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,lleg prend tar hac cambi reveni
ID_ab557ba8,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,lleg prend sol uso sal bol descos tramit cambi prend dañ reveni
ID_378cf822,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,lleg camiset agujer inici tramit reveni prend defectu
ID_2ca6f6fc,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,lleg prend manch bolsill tramit cambi x reveni
ID_27c8d3a0,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,lleg prend manch agujer mang tramit cambi tar reveni
ID_f59b9ba7,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,client lleg prend unas inicial correspond edu da orden hac prend nuev envi retorn
ID_dcb59c8e,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,client lleg prend rot habilit excepcion reveni cambi
ID_a01f3bc5,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,client lleg camiset manch tiend cordob
ID_d0737876,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,client lleg prend raj part abaj prend
ID_33dc0c02,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,client lleg prend raj
ID_4535b7ed,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,client lleg prend mal
ID_adc7b5b6,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,hac cambi x reveni
ID_e9a84689,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,hac cambi reveni
ID_282c87f7,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,tramit cambi reveni
ID_0ef80d90,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,inicial rotur
ID_9d2f9fad,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,desteñ manch
ID_52c4a0e1,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,agujer prend tramit cambi reveni
ID_5be90927,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,tramit cambi x reveni
ID_758cfbf0,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,tramit cambi reveni
ID_02495b8e,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,client lleg camiset dañ envi nuev retorn
ID_edaf8b2b,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,client va tramit cambi reveni
ID_d9e37989,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,coment client hag cambi reveni
ID_ccafa0c8,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,lleg prend agujer mand tramit cambi reveni
ID_c23bf9d3,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,hoodi destiñ complet tramit cambi reveni
ID_1fd2bbc6,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,hoodi desteñ prim lav cambi reveni
ID_b315cd26,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,hoodi lleg agujer hac cambi reveni
ID_199392bd,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,envi retorn forr pol nuev
ID_7e148497,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,client envi primer vez pol bander lleg bord envi nuev lleg manch envi mas retorn
ID_6f106c58,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,client tramit cambi reveni
ID_247005a6,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,prend desteñ hac cambi reveni
ID_07bca23f,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,prend desteñ client hac cambi reveni
ID_ebe75e1f,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,prend desteñ lav cambi reveni
ID_5bf1e153,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,cambi x reveni
ID_7a7c7c71,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,lleg prend tar hac cambi
ID_b84bfab9,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,prim lav destiñ complet
ID_3f610bc5,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,lleg prend manch
ID_4942c5fe,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,prim lav 30 grad cremaller estrope hac agujer prend
ID_76d71f0d,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,prend lleg agujer
ID_9b342ef1,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,client hac cambi reveni
ID_76b03933,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,cremaller estrop envi retorn nuev
ID_794057e0,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,cambi x reveni
ID_802978a8,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,cambi reveni
ID_3d74a373,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,cambi reveni
ID_b7f54d39,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,lleg prend desc envi nuev tiend fisic retorn
ID_86a2025a,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,prim lav destiñ mand client tiend sevill cambi
ID_e2f8ad6a,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,prim lav destñ cambi reveni
ID_ab133a39,[OCULTO POR PRIVACIDAD],TARA PROVEEDOR,prim lav destiñ hac cambi reveni
